id,title,vote_average,vote_count,release_date,runtime,original_language,overview,popularity,poster_path,genres,production_companies,production_countries,spoken_languages,platform,clean_title
51412,Next,6.052,2711,2007-04-25,96,English,"Las Vegas showroom magician Cris Johnson has a secret which torments him: he can see a few minutes into the future. Sick of the examinations he underwent as a child and the interest of the government and medical establishment in his power, he lies low under an assumed name in Vegas, performing cheap tricks and living off small-time gambling ""winnings."" But when a terrorist group threatens to detonate a nuclear device in Los Angeles, government agent Callie Ferris must use all her wiles to capture Cris and convince him to help her stop the cataclysm.",110.52,/td5uOBW41ib1KGz3g1Kc33BdFyj.jpg,"Action, Science Fiction, Thriller","virtual studios, revolution studios, saturn films, paramount, broken road productions, initial entertainment group, eyetronics",United States of America,"English, French, German",Netflix,next
103539,The Spectacular Now,6.649,2705,2013-08-02,95,English,"Sutter, a popular party animal, unexpectedly meets the introverted Aimee after waking up on a stranger's lawn. As Sutter deals with the problems in his life and Aimee plans for her future beyond school, an unexpected romance blossoms between them.",21.699,/sTEhMxrL6dCOHB9lzY879kiIfIv.jpg,"Comedy, Drama, Romance","global produce, 21 laps entertainment, andrew lauren productions",United States of America,English,Netflix,the spectacular now
1608,Air Force One,6.46,2676,1997-07-25,124,English,"Russian terrorists conspire to hijack the aircraft with the president and his family on board. The commander in chief finds himself facing an impossible predicament: give in to the terrorists and sacrifice his family, or risk everything to uphold his principles - and the integrity of the nation.",26.357,/juRFEbyx5JlNuYrZM50vcZmtN78.jpg,"Action, Thriller","radiant productions, beacon communications, beacon pictures, etalon-film, touchstone pictures",United States of America,"English, Russian",Netflix,air force one
80586,Flipped,7.98,2654,2010-08-06,89,English,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.",32.9,/6zDYFigohwncqFL00MKbFV01dWb.jpg,"Romance, Drama",reiner / greisman productions,United States of America,English,Netflix,flipped
180987,Ferdinand,7.232,2652,2017-12-09,108,English,"Ferdinand, a little bull, prefers sitting quietly under a cork tree just smelling the flowers versus jumping around, snorting, and butting heads with other bulls. As Ferdinand grows big and strong, his temperament remains mellow, but one day five men come to choose the ""biggest, fastest, roughest bull"" for the bullfights in Madrid and Ferdinand is mistakenly chosen.  Based on the classic 1936 children's book by Munro Leaf.",33.933,/rMm94JsRfcOPiPVsTRcBiiVBOhz.jpg,"Animation, Family, Adventure, Comedy","blue sky studios, 20th century fox animation, davis entertainment, 20th century fox",United States of America,English,Disney Plus,ferdinand
65088,Bedtime Stories,6.141,2639,2008-12-24,99,English,Skeeter Bronson is a down-on-his-luck guy who's always telling bedtime stories to his niece and nephew. But his life is turned upside down when the fantastical stories he makes up for entertainment inexplicably turn into reality. Can a bewildered Skeeter manage his own unruly fantasies now that the outrageous characters and situations from his mind have morphed into actual people and events?,20.652,/d0w4anZCzZX74deeQ3PE1byyg97.jpg,"Fantasy, Comedy, Family, Romance","walt disney pictures, gunn films, happy madison productions",United States of America,English,Netflix,bedtime stories
76293,Date Night,6.072,2636,2010-04-08,97,English,"Phil and Claire Foster fear that their mild-mannered relationship may be falling into a stale rut. During their weekly date night, their dinner reservation leads to their being mistaken for a couple of thieves—and now a number of unsavoury characters want Phil and Claire killed.",16.576,/ucEWhj32KEDcFKHMWVeu8r1Q4ld.jpg,"Comedy, Action, Adventure","dune entertainment, 21 laps entertainment, 20th century fox",United States of America,"Hebrew, English",Prime Video,date night
4437,Suspiria,7.5,2634,1977-02-01,99,Italian,An American newcomer to a prestigious German ballet academy comes to realize that the school is a front for something sinister amid a series of grisly murders.,31.413,/5ya8jTbNZTrCFUx9OwpNBjCivXY.jpg,Horror,seda spettacoli,Italy,"English, Italian, Latin, German",Prime Video,suspiria
62081,Eagle Eye,6.448,2629,2008-09-25,118,English,"Jerry Shaw and Rachel Holloman are two strangers whose lives are suddenly thrown into turmoil by a mysterious woman they have never met. Threatening their lives and family, the unseen caller uses everyday technology to control their actions and push them into increasing danger. As events escalate, Jerry and Rachel become the country's most-wanted fugitives and must figure out what is happening to them.",38.967,/9KCOv0hL37IN3tWG3j86eZg3xDH.jpg,"Mystery, Thriller, Action","kmp film invest, k/o paper products, dreamworks pictures, goldcrest, paramount","United States of America, Germany",English,Prime Video,eagle eye
31225,Coach Carter,7.566,2627,2005-01-14,136,English,"Based on a true story, in which Richmond High School head basketball coach Ken Carter made headlines in 1999 for benching his undefeated team due to poor academic results.",33.291,/y3HOTTyM5nLsdUzXFtFCohG28qj.jpg,"Drama, History","paramount, mtv films, tollin/robbins productions","Germany, United States of America",English,Netflix,coach carter
174727,Good Time,7.204,2617,2017-08-11,102,English,"After a botched bank robbery lands his younger brother in prison, Connie Nikas embarks on a twisted odyssey through New York City's underworld to get his brother Nick out of jail.",13.118,/yE1c9hj5Hf8a9KplAdRdhADqUro.jpg,"Crime, Thriller","elara pictures, rhea films",United States of America,English,Netflix,good time
55995,Beowulf,5.889,2609,2007-11-05,115,English,"A 6th-century Scandinavian warrior named Beowulf embarks on a mission to slay the man-like ogre, Grendel.",27.464,/7QsWYyJAV97N9jOh21pdRIqJeJq.jpg,"Adventure, Action, Animation","paramount, shangri-la entertainment, imagemovers",United States of America,English,Netflix,beowulf
140711,American Ultra,6.087,2607,2015-08-19,96,English,"Mike is an unmotivated stoner whose small-town life with his live-in girlfriend, Phoebe, is suddenly turned upside down.  Unbeknownst to him, Mike is actually a highly trained, lethal sleeper agent. In the blink of an eye, as his secret past comes back to haunt him, Mike is thrust into the middle of a deadly government operation and is forced to summon his inner action-hero in order to survive.",20.443,/bi2MCDYvrZQPf1uXyvfVYPE57Mz.jpg,"Comedy, Action","merced media partners, lionsgate, the bridge finance company, circle of confusion, filmnation entertainment, likely story, palmstar media, tadmor entertainment","Switzerland, United States of America",English,Netflix,american ultra
143245,The Little Prince,7.605,2605,2015-07-29,108,English,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.",18.241,/je5Z7gbFTzrs3FPHINo9yGiHoVo.jpg,"Adventure, Animation, Fantasy, Family","orange studio, on animation studios, canal+, cnc, lpptv, m6 films, on entertainment, paramount, lucky red, paramount animation",France,English,Netflix,the little prince
163,Desperado,6.914,2600,1995-08-25,104,English,"Mariachi plunges headfirst into the dark border underworld when he follows a trail of blood to the last of the infamous Mexican drug lords, Bucho, for an action-packed, bullet-riddled showdown. With the help of his best friend and a beautiful bookstore owner, the Mariachi tracks Bucho, takes on his army of desperados, and leaves a trail of blood of his own.",20.504,/e3gwpBeXpvGZsxUya9zNym5QXrw.jpg,"Thriller, Action, Crime","los hooligans productions, columbia pictures",United States of America,English,Prime Video,desperado
66783,Friday the 13th,6.391,2599,1980-05-09,95,English,Camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp that was the site of a child's drowning.,55.874,/HzrPn1gEHWixfMOvOehOTlHROo.jpg,Horror,"georgetown productions inc., sean s. cunningham films, paramount",United States of America,English,Netflix,friday the 13th
52287,Meet the Robinsons,6.901,2588,2007-03-23,95,English,"Lewis, a brilliant young inventor, is keen on creating a time machine to find his mother, who abandoned him in an orphanage. Things take a turn when he meets Wilbur Robinson and his family.",59.733,/naya0zF4kT401Sx15AtwB9vpcJr.jpg,"Animation, Comedy, Family","walt disney pictures, walt disney animation studios",United States of America,English,Disney Plus,meet the robinsons
90376,We Need to Talk About Kevin,7.558,2581,2011-09-28,113,English,"After her son Kevin commits a horrific act, troubled mother Eva reflects on her complicated relationship with her disturbed son as he grew from a toddler into a teenager.",21.356,/auAmiRmbBQ5QIYGpWgcGBoBQY3b.jpg,"Drama, Thriller","bbc film, independent, uk film council, footprint investment fund, piccadilly pictures, lipsync productions, artina films, rockinghorse films, caemhan, panaramic, beryl betty, atlantic swiss productions, oscilloscope","United States of America, United Kingdom",English,Prime Video,we need to talk about kevin
102194,Mud,7.061,2566,2013-04-26,130,English,Two boys find a fugitive hiding out on an island in the Mississippi River and form a pact to help him reunite with his lover and escape.,13.453,/cfxdtxSHUr5TuTsvjr0WY4zx4u0.jpg,Drama,"everest entertainment, filmnation entertainment, brace cove productions",United States of America,English,Netflix,mud
113741,Coherence,7.239,2564,2013-09-19,89,English,"On the night of an astronomical anomaly, eight friends at a dinner party experience a troubling chain of reality bending events.",19.945,/oWlgqzVPWMpA8QGB8eUQYXXYgr0.jpg,"Thriller, Science Fiction","bellanova films, ugly duckling films","United Kingdom, United States of America",English,Prime Video,coherence
96975,LOL,6.129,2551,2012-02-10,97,English,"In a world connected by YouTube, iTunes, and Facebook, Lola and her friends navigate the peer pressures of high school romance and friendship while dodging their sometimes overbearing and confused parents. When Lola's mom, Anne, ""accidentally"" reads her teenage daughter's racy journal, she realizes just how wide their communication gap has grown.",15.227,/AlnBUoKzzPnczrzzxuh0SYwDa3Z.jpg,"Drama, Comedy, Romance","pic agency, double feature films, lol productions, mandate pictures, lionsgate, mandate international, hopetown entertainment",United States of America,English,Prime Video,lol
48414,Open Season,6.143,2526,2006-09-27,86,English,"Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",21.885,/w5Lctmkc1yah215Luxmci4djaiW.jpg,"Animation, Family, Adventure, Comedy","sony pictures animation, columbia pictures",United States of America,English,Netflix,open season
